title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
印度孪生姐妹 Mastizaade,2016.0,米拉帕·扎韦里,米拉帕·扎韦里/Mushtaq Sheikh,桑妮·雷奥妮/Tusshar Kapoor/Vir Das/Zachary Coffin/Ashwin Mushran,剧情/喜剧/动作/爱情/歌舞/家庭/犯罪,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,119分钟,2016-01-29(印度)," 印度"," 印地语",60.0,5.0,12.1%,0.0%,30.3%,39.4%,18.2%,17,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2315384276.jpg
水星平原 Mercury Plains,2016.0,Charles Burmeister,Charles Burmeister,斯科特·伊斯特伍德/安吉拉·萨拉弗安/尼克·齐兰德/迈克·加萨威/凯瑟琳·威利斯/Justin Arnold/Andy Garcia/Margaret Ann Garza/Joe Gonzales/Brinlee Grace/Mark Hanson/豪尔赫·A·希门尼斯/卡琳娜·容克/Justin Park/Benjamin D. Ploughman/基思·普尔森,剧情/动作/冒险,Facing a bleak future， a young man runs away to Mexico where he is recruited by the mysterious captain of a paramilitary group of teens who fight drug cartels. Isolated at their desert camp and unsure what he's fighting for， he seeks to prove himself in this crucible of manhood.,102分钟,2016-01-05(美国)," 美国"," 英语 / 西班牙语",61.0,5.0,11.1%,4.4%,26.7%,37.8%,20.0%,17,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2306770250.jpg
山姆来过 Sam Was Here,2016.0,Christophe Deroo,Christophe Deroo,鲁斯蒂·乔伊纳,悬疑/惊悚/恐怖,,75分钟,2016," 美国 / 法国"," 英语",48.0,5.0,5.6%,8.3%,33.3%,36.1%,16.7%,16,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2374416799.jpg
小子布里斯3 Brice de Nice 3,2016.0,詹姆斯·胡特,詹姆斯·胡特/让·杜雅尔丹/Christophe Duthuron,让·杜雅尔丹/克洛维斯·科尔尼亚克,喜剧,,,2016-10-19(法国)," 法国"," 法语",49.0,5.0,2.6%,23.7%,23.7%,21.1%,28.9%,14,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2364155939.jpg
子弹横飞 Stray Bullets,2016.0,Jack Fessenden,Jack Fessenden,詹姆斯·勒格罗/John Speredakos/拉瑞·凡斯登,剧情/惊悚/犯罪,In upstate New York， two teenage boys are tasked with cleaning out their father's old mobile home on an abandoned property， but the boys are in for a surprise when they discover three crooks on the run have taken refuge in the trailer.,83分钟,2016-09-16(奥尔登堡国际电影节)," 美国"," 英语",45.0,5.0,9.1%,9.1%,36.4%,15.2%,30.3%,11,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2417926976.jpg
搏击之王 Kickboxer,2016.0,约翰·斯托克韦尔,迪米特里·洛戈塞蒂斯/Jim McGrath,戴夫·巴蒂斯塔/尚格·云顿/吉娜·卡拉诺/莎拉·玛卢库·莱恩/达伦·萨赫拉维/乔治·圣皮埃尔/马修斯·齐夫/山姆·麦地那/阿兰·莫西/T.J. Storm,动作,A kick boxer is out to avenge molikan.com his brother.,90分钟,2016-09-02(美国)," 美国"," 英语",975.0,4.9,3.4%,6.0%,36.9%,38.3%,15.4%,262,4.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2368775840.jpg
巴斯金 Baskin,2015.0,Can Evrenol,Can Evrenol,Muharrem Bayrak/Mehmet Akif Budak/Fadik Bülbül/Derin Cankaya/Mehmet Cerrahoglu/Hayati Citaklar/Elif Dag/Leman Sevda Daricioglu/Fatih Dokgöz/Aslihan Erguvan/Mümin Kaar/Gorkem Kasal/Sevinc Kaya/塞尔哈特·穆斯塔法·柯力奇/Kerem Kurt,惊悚/恐怖/奇幻,A squad of unsuspecting cops goes through a trapdoor to Hell when they stumble upon a Black Mass in an abandoned building.,97分钟,2016-01-01(土耳其)/2016-03-25(美国)," 土耳其 / 美国"," 土耳其语",857.0,4.9,3.0%,8.0%,37.4%,33.7%,17.8%,269,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2265118431.jpg
别杀它 Don't Kill It,2016.0,迈克·门德兹,丹·伯克/Robert Olsen,詹姆斯·查尔克/杜夫·龙格尔/克里斯蒂娜·克莱伯/Aaron McPherson/迈克尔·艾伦·米利甘/Elissa Dowling/比利·斯洛特/Michelle West/Jasi Cotton Lanier/Miles Doleac/Chloe Guidry,喜剧/动作/恐怖/奇幻,When an ancient demon is accidentally unleashed in a sparsely populated Alaskan town， the only hope of survival lies in the hands of a grizzled old demon hunter Jebediah Woodley and his reluctant partner FBI agent Evelyn Pierce.,83分钟,2016-08-27(德国)/2017-03-03(美国)," 美国"," 英语",428.0,4.9,3.4%,5.9%,38.4%,37.8%,14.6%,132,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2438236819.jpg
僵尸归来3：风吹头弯,2016.0,秦教授,秦教授,宋翊菲/李红陶/朱佳希/赵飞,惊悚/恐怖,该片是继《僵尸归来之尸鬼虐恋》，《僵尸归来2消失的御林军》后，《僵尸归来》系列剧第三部。,60分钟,2016-06-04(中国大陆)," 中国大陆"," 汉语普通话",299.0,4.9,12.1%,9.1%,21.2%,25.8%,31.8%,114,10.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2356605174.jpg
我的同桌是极品,2016.0,张扬,张慕水,宋晨/苑乔,喜剧/爱情,王元娥（苑乔 饰）一直以来都深深的爱慕着名为陈喆的男生，可是，王元娥知道自己非常的普通，和在校园里闪耀着耀眼光芒的陈喆相去甚远，所以选择将这份感情深深的埋藏在心底。单求胥的父亲将儿子送进了王元娥和陈喆所在的班级之中，单求胥的目的很简单，那就是混到顺利毕业，然后出国追求自己的自由自在的人生。,92分钟,2016-09-23," 中国大陆"," 汉语普通话",236.0,4.9,3.6%,3.6%,39.3%,42.9%,10.7%,86,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2388285356.jpg
夫妻的赞助商 부부의 스폰서,2016.0,黄成旭,金珍善/Jeong Neom-chyeo (정넘쳐)/Lee Hae-jin (이해진)/Lee Sin-woo (이신우),金珍善/Jeong Neom-chyeo (정넘쳐)/Lee Hae-jin (이해진)/Lee Sin-woo (이신우),剧情/爱情,,99分钟,2016-09-09(韩国)," 韩国"," 韩语",177.0,4.9,10.4%,11.3%,23.5%,23.5%,31.3%,44,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2378597184.jpg
悬崖 Acantilado,2016.0,Helena Taberna,Helena Taberna,丹尼尔·格劳/胡安娜·阿科斯塔/洪·科塔哈雷纳,剧情/悬疑,西班牙悬疑片，以个女孩被招募进入一个在加那利群岛邪教。几个月后，他的哥哥接到一个电话告诉他，有一个群邪教的成员参与自杀活动，哥哥和女友一起去营救她的故事..,96分钟,2016-05-11(戛纳电影节)/2016-06-03(西班牙)," 西班牙"," 西班牙语",186.0,4.9,3.3%,5.2%,36.6%,41.8%,13.1%,59,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2333018229.jpg
悬棺迷尸,2016.0,刘彬杰,方勇/练铭卓,方勇/练铭卓,,湘西赶尸脚是一个古老的存在，而在不为人知的背后，赶尸人承受着命运的诅咒。一旦成为赶尸人，不得生育，强要子嗣，亦会夭折。即便是领养义子义女，孩子也会死于非命。身为赶尸人的魏钟，虽有机缘，得以长生，却终究逃不脱命运的摆布。三百年来，魏钟不断娶妻生子，想要打破这个禁忌，直到二十年前，在四川珙村买一女童，养育到八岁之久……,62分钟,," 中国大陆",,154.0,4.9,9.0%,9.0%,28.0%,27.0%,27.0%,51,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2498139704.jpg
复仇遗言 Johnny Frank Garrett's Last Word,2016.0,西蒙·鲁梅莱,本·科泰/托尼·基格里奥,肖恩·派特里克·弗兰纳里/艾琳·库明斯/麦克·道尔/迈克·加萨威/霍尔特·鲍格斯/Bill Stinchcomb/Chip Joslin/凯西·希亚·沃特森/乔恩·迈克尔·戴维斯/Julia Lashae,恐怖,When a young man is executed for committing murder， he leaves behind a curse letter， promising vengeance for all those connected to his unfair trial.,95分钟,2016-03-13(美国)," 美国"," 英语",112.0,4.9,1.3%,11.4%,31.6%,40.5%,15.2%,26,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2404341612.jpg
谢幕 커튼콜,2016.0,柳勋,柳勋,张铉诚/朴哲民/全茂松,喜剧,该片讲述了一个处于停业危机的三流剧团，为了剧团而表演最后一个正统话剧#哈姆雷特#时发生的各种啼笑皆非 。,93分钟,2016-12-08(韩国)," 韩国"," 韩语",89.0,4.9,7.5%,7.5%,32.8%,25.4%,26.9%,41,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2387008106.jpg
战俘的逃亡日记 Union Bound,2016.0,哈维·劳里,John Errington,安德鲁·西雷/兰迪·韦恩/西恩·斯通/Trish Cook/Dave Blamy,剧情/动作/历史,这是由1864年美国内战时反奴隶士兵约瑟夫·胡佛所保存的日记拍成的电影。约瑟夫胡佛为反奴隶联盟而战却不幸被捕并送到战俘营。约瑟夫在一场血腥战役中被捕，被抓到格鲁吉亚的安德森维尔战俘营。他们订定逃跑计划，虽然逃离敌营的守卫但是因为没有武器，没有食物，也没有野外求生的知识，他们存活的机率为零。,103分钟,2016-02-12," 美国"," 英语",71.0,4.9,3.7%,11.1%,33.3%,31.5%,20.4%,18,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502825757.jpg
乌托邦 UTOPA,2016.0,田中孝弘,田中あいみ/上田麗奈/深谷 悠,田中あいみ/上田麗奈/深谷 悠,科幻/动画,,23分钟,2016-03-19," 日本"," 日语",47.0,4.9,3.1%,6.3%,37.5%,40.6%,12.5%,14,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2349423820.jpg
青春喂了狗2：不一样的烟火,2016.0,欧谭凯,秦语/王祖怀/苗苗/王川一,秦语/王祖怀/苗苗/王川一,,网络大电影青春喂了狗2-《不一样的烟火》延续《青春喂了狗1》校园青春的路线，主要讲述一群体育特长生在豆蔻年华中情窦初开、为了梦想而奔跑的故事。通过“田径跑步”、“跑酷”等运动元素，给青春片注入了更多的活力和激情……,80分钟,," 中国大陆",,60.0,4.9,6.4%,8.5%,31.9%,29.8%,23.4%,23,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2384179051.jpg
英明神武维拉特 Viraat,2016.0,H. Vasu,Darshan Thoogudeep/Isha Chawla/Vidisha/Chaitra Chandranath,Darshan Thoogudeep/Isha Chawla/Vidisha/Chaitra Chandranath,剧情/动作,维拉特是跨国公司总裁，财力雄厚，魅力十足，武力更是超群。不过，这都不是重点，重点是这么优秀的男人还是个单身汉，这就让三位美女看上了。一位是职场女性，一位是大家闺秀，一位是小辣妹。伴随着女主人公的出场，都会有一段歌舞，三位女性同时向维拉特表白并展开了追求。维拉特到底会选谁呢？他会认真对待吗？请从电影里找答案吧……,145分钟,2016-01-29(印度)," 印度"," 坎纳达语",49.0,4.9,8.8%,5.9%,23.5%,44.1%,17.6%,17,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2403103826.jpg
换个活法,2016.0,温德光,何烺/宋小林,朱雨辰/丁柳元/苏丽/赵亮/康亦涵/张植绿/金鑫/胡小庭/周玲,剧情,影片讲述了一位创业成功的青年企业家，在经历了人生的重大考验后，不顾家人反对，毅然放弃了现有的大好生活，决定“换个活法”……,99分钟,2016-09-01(中国大陆)," 中国大陆"," 汉语普通话",43.0,4.9,19.2%,3.8%,19.2%,19.2%,38.5%,6,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2377288807.jpg
马车：德州杰克的故事 Stagecoach: The Texas Jack Story,2016.0,Terry Miles,Dan Benamor/Matt Williams,米歇尔·哈里逊/金·寇兹/贾德·尼尔森/特雷斯·阿德金斯/加里·切克/Philip Granger/约翰·埃梅特·特雷西/Claude Duhamel/Helena Marie/Adam Lolacher/阿汀内·布朗/Ethan Harrison,西部,A former stagecoach robber is hunted by a vengeful US Marshal.,90分钟,2016-11-04(美国)," 加拿大"," 英语",33.0,4.9,8.0%,4.0%,32.0%,36.0%,20.0%,7,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2389166685.jpg
拥有神之舌的男子：鬼灯死亡之路篇 RANMARU 神の舌を持つ男 鬼灯デスロード編,2016.0,堤幸彦,樱井武晴,向井理/木村文乃/佐藤二朗/冈本信人/渡边哲/矢岛健一/春海四方/落合扶树/永濑匡/中野英雄/市原隼人/黑谷友香/财前直见/木村多江,喜剧,传说中的三助的孙子·朝永兰丸（向井理 饰）在流浪之旅的最后，到达了鬼灯村，可竟在温泉里溺水了！幸亏得到美女林医生（木村多江 饰）用人工呼吸救了兰丸，自此兰丸便对她一见钟情，并开始在村里的温泉工作。但就在瓮棺墓光（木村文乃 饰）和宫泽宽治（佐藤二郎 饰）追了上来的时候，却突然发生了严重的地面塌陷。鬼火飞舞，黑水涌出，这时终于发现了尸体！「一定是他们三人唤醒了远古的诅咒！」村民为此大怒。被迷之黑衣军团追赶的他们，到底能不能找到杀人事件的犯人，并解开诅咒之谜呢？,105分钟,2016-12-03(日本)," 日本"," 日语",367.0,4.8,2.3%,4.9%,34.8%,44.7%,13.3%,109,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2380213728.jpg
北极移民 Norm of the North,2016.0,特莱沃·沃尔,丹尼尔·奥迪尔/史蒂文·奥迪尔/马尔科姆·T·古德曼,罗伯·施奈德/海瑟·格拉汉姆/郑肯/科尔姆·米尼/洛雷塔·迪瓦恩/加布里埃尔·伊格莱西亚斯/迈克尔·麦克埃尔哈顿/比尔·奈伊/杰斯·哈梅尔/扎克瑞·戈登/查尔斯·阿德勒/珍妮特·瓦尼/基思·弗格森/黛比·德里贝里/莎乐美·延斯,喜剧/动画/冒险,,90分钟,2016-01-15(美国)," 印度 / 美国"," 英语",385.0,4.8,4.3%,8.6%,31.2%,34.4%,21.5%,116,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2295755927.jpg
L L－エル－,2016.0,下山天,下山天/阿久津朋子,广濑爱丽丝/古畑星夏/古川雄辉/平冈祐太/朝美穗香/成田凌/高桥瞳/高桥玛莉润/田中要次,剧情/音乐,Acid Black Cherry是视觉系摇滚乐队Janne Da Arc主唱yasu的个人音乐企划，以乐队形式演出，2015年2月发行的概念专辑《L》讲述一个追求爱的女人L孤独而又壮烈的人生，去年八月专辑附赠的小说册子作为小说作品发行，由于受欢迎多次再版，因此推出电影版。,107分钟,2016-11-25(日本)," 日本"," 日语",303.0,4.8,3.3%,8.9%,31.9%,35.2%,20.7%,104,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2389165532.jpg
荒唐阿姨大电影 Absolutely Fabulous: The Movie,2016.0,曼迪·弗莱彻,珍妮弗·桑德斯,珍妮弗·桑德斯/乔安娜·林莉/茱莉亚·莎华拉/凯特·莫斯/唐·弗兰奇/格温多兰·克里斯蒂/蕾蓓尔·威尔森/乔恩·哈姆/苏琪·沃特豪斯/艾里珊·钟/克里斯·柯尔弗/西莉亚·伊姆里/莉莉·科尔/琼·柯琳斯/简·霍洛克斯/马克·加蒂斯/巴瑞·哈姆弗莱斯/珊迪·弗罗斯特/凯西·伯克/杰瑞·霍尔/琼恩·维特费尔德/艾玛·邦顿/波比·迪瓦伊/格拉汉姆·诺顿/婉妲·泛森/尤妮斯·奥卢米德/罗伯特·韦伯/玛西娅·沃伦/卓丹·邓/阿莱莎·迪克逊/黛茜·洛薇/卡米拉·拉瑟福德/佩雷兹·希尔顿/劳拉·斯通/卢比·瓦克斯/阿比盖尔·克兰西/Lulu/莫·加夫尼/Christopher Ryan/哈里特·索普/Stella McCartney/比蒂·埃德蒙森/克里斯托弗·比金斯/Helen Lederer,喜剧,Edina和Patsy这对闺蜜每天，在伦敦最热闹的夜店买醉跳舞，仍然光芒四射地过着它们她们所追求的高品位生活。然而，在一个时尚趴的午宴上，一件意想不到的事发生，二人陷入媒体风波，成为媒体狗仔争相报道的对象。为了逃离富人们的朋友圈，法国人Riviera给她俩出了一个主意，帮助他们永久的离开，甚至可以过上更好的生活。,90分钟,2016-07-01(英国)," 英国 / 美国"," 英语",283.0,4.8,7.1%,9.7%,22.1%,38.9%,22.1%,89,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2364106357.jpg
上错黑车 The Wrong Car,2016.0,John Stimpson,John Stimpson,丹妮尔·萨夫雷/杰克逊·戴维斯/弗兰西娅·莱莎/Christina Elmore/Kevin G. Cox/Jesse Gabbard,剧情/惊悚,,85分钟,2016-01-16(美国)," 美国"," 英语",213.0,4.8,1.4%,6.2%,41.1%,32.9%,18.5%,57,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2313538989.jpg
左邻右里 이웃동서,2016.0,纪大昊,Lee Eun-mi-I (이은미)/Park Jeong-hwan (박정환)/Kang Seong-min-I (강성민)/阿里,Lee Eun-mi-I (이은미)/Park Jeong-hwan (박정환)/Kang Seong-min-I (강성민)/阿里,剧情,,81分钟,2016-05-16(韩国)," 韩国"," 韩语",128.0,4.8,5.3%,5.3%,36.8%,27.4%,25.3%,25,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2345238893.jpg
藏尸房 The Charnel House,2016.0,Craig Moss,Emanuel Isler/Chad Israel,娜丁·维拉兹盖兹/Callum Blue/Joe Keery,恐怖,一个废弃很久的屠宰场如今已经成为了现代城市的新社区，但租户迁入后不久，就发现他们已被一个有30多年的黑暗秘密所困扰和折磨......,90分钟,2016-11-04," 美国"," 英语",94.0,4.8,1.5%,6.0%,32.8%,49.3%,10.4%,25,3.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2395651099.jpg
急速狂奔 Short Fuse,2016.0,Andreas Lampropoulos/Kostas Skiftas,Konstantinos Moutsinas/Kostas Skiftas,Thodoris Atheridis/Irini Balta/叶夫根尼亚·迪米特罗波卢,悬疑/犯罪/黑色电影,《急速狂奔》曾经是天才律师的阿里斯，由于一次败诉放走了纵火犯，被迫放弃了律师这个行业，转而做起了快递员，然而纵火犯却心生报复，将他身上绑上炸弹，并以此要挟他报复社会，阿里斯不得不根据纵火犯的指示行事，然而纵火犯却不甘心于此，炸死了阿里斯的父亲，阿里斯痛不欲生，最后终于找到始作俑者，阻止纵火犯实施更大阴谋。,86分钟,2016-04-21," 希腊"," 希腊语",87.0,4.8,1.4%,9.6%,28.8%,47.9%,12.3%,24,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2416584616.jpg
血战漫川关,2016.0,王加宾,夏宇立,夏添/沈保平/马嘉宏/李松珂/陈烨/王勇/何云龙/高海诚/喻颖,剧情/战争,1932年11月，红四方面军为突破国民党三十万大军的围追堵截，在鄂陕交接的山阳县漫川关与国民党部队进行了一场你死我活的血战，冲出了被胡宗南称为“红四方面军坟墓的漫川关”，粉碎了蒋介石围歼红四方面军的企图，保全了全军主力。,96分钟,," 中国大陆"," 汉语普通话",67.0,4.8,3.6%,14.5%,30.9%,21.8%,29.1%,32,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2445430776.jpg
放开达西先生 Unleashing Mr. Darcy,2016.0,David Winning,Teena Booth/Teri Wilson,瑞安·佩威/Cindy Busby,剧情/爱情,"In this modern day spin on ""Pride & Prejudice，"" Elizabeth Scott (Cindy Busby)， is fishing for direction in her life and gets the opportunity to professionally show her Cavalier King Charles Spaniel in a fancy New York dog show.",,2016-01-23," 加拿大Canada"," 英语",66.0,4.8,4.2%,8.3%,29.2%,37.5%,20.8%,29,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2319039944.jpg
心灵时钟 心靈時鐘,2016.0,蔡银娟,蔡银娟,范文芳/李李仁/唐治平/余若晴/丁宁/谢飞/庄凯勋/傅雷,,有天葉藍放學回家，看到門口好多人圍觀，警車跟救護的閃光刺得葉藍睜不開眼，穿過擁擠的人群走進家裡，才知道爸爸去世了。爸爸為何忽然死了？,,2016-12-02(中国台湾)," 中国台湾"," 汉语普通话",61.0,4.8,4.4%,15.6%,20.0%,33.3%,26.7%,21,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2378428867.jpg
女寝还魂,2016.0,周铜,郑朋/徐文林/周铜,黄梓城/杨丹/梁雪芹/马玥彤/乘瑶,爱情/悬疑/惊悚/恐怖,大学迎新篝火晚会上，爱玩爱闹的室友们之间的一场恶作剧，却导致了女寝627室成员苏静清的意外死亡。其他三人被吓得惊魂失魄，深怕因此影响到未来的前途，于是被迫掩埋血淋淋的尸体，誓言彼此死守秘密！但接下来的情况却超出所有人的预料……,67分钟,2016," 中国大陆"," 汉语普通话",52.0,4.8,5.7%,8.6%,31.4%,28.6%,25.7%,22,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2310676235.jpg
机械西游 Bling,2016.0,李景浩/Wonjae Lee,李景浩/克里斯·登克/金贤重/Saul Blinkoff/Sukhoon Choi,泰勒·克奇/詹妮特·麦柯迪/詹姆斯·伍兹/卡拉·古奇诺/汤姆·格林/乔恩·海德/杰森·缪斯/贾森·克拉维茨/阿什·布林克夫/吉姆·布鲁尔/莱克斯·朗/史蒂夫·克莱默/Dave B. Mitchell,动画,卑微的主题公园的机械师山姆关于他的童年情人苏的梦想。那只戒指可以赢得他梦想中的女孩|山姆计划被误导的信念。最完美的夜晚，向他提出一个真正的爱。但当巨人奥斯卡出现了一个邪恶的计划包括一个环自己|山姆的计划被在极度的混乱。后误以为对方对自己|山姆队与他的机器人超级英雄追踪他的订婚戒指和拯救城市的环…,82分钟,2016-03-03(美国)," 韩国 / 美国"," 英语",50.0,4.9,0.0%,7.1%,50.0%,21.4%,21.4%,19,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2605048321.jpg
侍女 Cô Hầu Gái,2016.0,Derek Nguyen,Derek Nguyen,凯特·绒/吉恩·米歇尔·里肖德/罗茜·费尔纳/金春,惊悚/恐怖,一位年轻貌美的神秘女孩，走投无路之下，投靠到一座法属印度支那经营的橡胶种植庄园。她在庄园内担任女仆，并服侍重伤卧床的男地主。起初地主抗拒女孩的照顾，然而女孩清纯，勤奋的形象却默默吸引了他，让两人日久生情，理智终究难挡情欲诱惑，彼此的肉体终究冲破身份界限，发生了禁忌性爱关系。不过此举却触怒到地主的亡妻，让亡妻显灵对众人索命，整座庄园因此陷入恐怖腥风血雨之中......,105分钟,2016-09-16(越南)," 越南"," 越南语",774.0,4.7,1.8%,4.9%,33.7%,44.6%,15.0%,213,7.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2401329530.jpg
德布西森林,2016.0,郭承衢,郭承衢,桂纶镁/陆弈静,剧情,《德布西森林》是新導演郭承衢的長片，故事描述在城市裡發生了一些事後，母親陸弈靜毅然決然帶著女兒桂綸鎂，拋下一切，躲到無人能找到的深山中！媽媽堅信，這是讓母女能活下去的惟一生路，但入山之後，她們面對的，只剩彼此，還有那放眼望去的一整座森林。,94分钟,2016-10-28(中国台湾)/2016-10-21(高雄电影节)," 中国台湾"," 汉语普通话",503.0,4.6,4.1%,5.6%,30.5%,38.6%,21.3%,187,7.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2445733225.jpg
同居的目的 동거의 목적,2016.0,황상원,곽민준/최임경,곽민준/최임경,爱情,为什么你们要一起生活，一起生活的目的在那里？相反，它不在那里…做爱！不要让爱有这么多的想法？互相帮助？什么共同进步？什么......什么......说完所有的，还是围绕着性。,83分钟,2016-03-31(韩国)," 韩国"," 韩语",357.0,4.7,5.2%,9.0%,26.5%,35.1%,24.2%,83,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2327606669.jpg
盐与火 Salt and Fire,2016.0,沃纳·赫尔佐格,沃纳·赫尔佐格,维罗尼卡·费瑞尔/迈克尔·珊农/盖尔·加西亚·贝纳尔/安妮塔·布瑞姆/沃纳·赫尔佐格,剧情,一名科学家指责一家大型公司的负责人该为发生在南美的生态灾难负责。但是当一座火山显现出喷发的迹象时，他们必须联合起来阻止灾难的发生。,98分钟,2017-06-09(中国台湾)/2016-06-12(上海电影节)," 德国 / 美国 / 法国 / 墨西哥"," 英语 / 西班牙语",452.0,4.7,3.6%,8.2%,30.2%,37.8%,20.2%,202,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2349223483.jpg
女职员：职场恋爱 여직원들 : 직장연애사,2016.0,명석환,명석환,주예빈/조정현/쉐이플리/유아,剧情/爱情,,92分钟,2016-09-22(韩国)," 韩国"," 韩语",234.0,4.7,8.6%,6.6%,22.5%,36.4%,25.8%,30,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2381901190.jpg
肉体欺骗 Body of Deceit,2015.0,亚历山大·卡彭,Luca D'Alisera/Jenny York,克里斯塔娜·洛肯/萨拉·吉瓦蒂/安东尼奥·库普/吉欧里奥·贝鲁蒂,惊悚,,92分钟,2016," 意大利"," 英语",220.0,4.7,1.6%,8.7%,32.6%,38.0%,19.0%,62,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2290781853.jpg
骇故事之凶宅,2016.0,周浩晖,周浩晖,夏望/魏星/范晓东/周浩晖/陈慧雯,剧情/悬疑/恐怖,为了寻找创作灵感，悬疑小说作家许婷（魏星 饰）搬进了网友陈凯（夏望 饰）家中的地下室，据说这间地下室里经常有灵异事件发生。陈凯对许婷一往情深，但他发现许婷喜欢的其实是网络上那个虚拟的人物——马脸男。陈凯试图让许婷回归现实，但地下室里却发生一连串诡异的事件，显示“马脸男”真的存在。终于有一天，陈凯从地下室里挖出了一具早已腐败的男尸，而这个死者正是一切怪事的根源。,87分钟,2016-12-01(中国大陆)," 中国大陆"," 汉语普通话",162.0,4.4,2.6%,0.0%,28.2%,53.8%,15.4%,43,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2401798691.jpg
逆天侠盗团：百盗之局,2016.0,刘坦,于小彤/贾征宇,于小彤/贾征宇,剧情/动作,为了寻找亚瑟的踪迹，侠盗团夜袭齐天大厦，但结果却以失败告终。侠盗团4人由于出发警报被逼放弃任务，就在侠盗团重新整顿之时，齐公子的出现却让众人重新燃起了希望…… 齐公子告知叶天自己组织了一场群贼饕餮盛宴 - 百盗之局，希望通过较量挑选出群贼之首，胜者将获得丰厚奖赏。齐公子盛情邀请叶天带领侠盗团参加，但一向高傲的叶天完全不屑于与群贼进行争锋，叶天对齐公子予以拒绝,66分钟,2016-08-01(中国大陆)," 中国大陆"," 汉语普通话",160.0,4.7,6.1%,13.0%,24.3%,24.3%,32.2%,49,1.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2370808383.jpg
猛尸镇,2016.0,李会,李会,刘凌薇/张艺源/任颐/郑冬/陈安娜/石阿奇,喜剧/科幻/悬疑/惊悚/恐怖,二战尾声，华北山区的中国游击队精于地道战，炸毁了孟氏镇地区日本军方的神秘生化实验室，却不料留下了隐患……战争结束后的近七十年间，孟氏镇怪事不断，神秘尸变事件总有发生。当地镇民为了自保，每年都会将几名外地游客引入镇里，而这些游客再也没有出来……,,2016-05-05," 中国大陆"," 汉语普通话",93.0,4.7,9.2%,16.9%,10.8%,26.2%,36.9%,40,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2340376628.jpg
