index,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
6481,世界上最糟糕的人 The Worst Person in the World,2020,约阿希姆·提尔,埃斯基尔·沃格特,安德斯·丹尼尔森·李/Renate Reinsve,剧情,                           ,,, 挪威 / 丹麦 / 法国, 挪威語,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6482,老皮探长,2020,周军,周军,高峰/张雨晴/马腾飞/冯阳/刘成龙/郝鸣杰/隋存毅/姜盼/郭小漪/闫军/王学庭/汪鑫洁/戴金浒/强歌,动作,                                　　民国年间的西北重镇，老皮探长（高峰饰）屡破奇案，但因为人正直，不得重用。当地首富马半城（强歌饰）官商勾结，要竞选市议长，他的私生子马二少（隋存毅饰）更是倒卖国宝，草菅人命。老皮以一身孤勇与之对抗，最终伸张正义，为被欺凌者找回了尊严，保护了国宝不被外流。                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6483,我要买地球,2020,李亚凝/李紫超,李亚凝/李紫超/谢金龙,,喜剧/奇幻,                                　　因为贫穷而爱情、事业受挫的吴能，当他想以死解脱时，在一次事故中偶然获得了漱口就能从嘴里吐出巨款的超能力，m.77mi.cc从此吴能瞬间变成超级富豪，但是后知后觉，他发现超能力是用生命力作为交换的，未老先衰、感慨万千。                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2573520977.jpg
6484,我参与的葬礼,2020,梁韵芊,,,剧情/家庭,                                　　老唐在家意外去世，却发现自己的灵魂仍留在家中。老唐家三兄妹接到家中长者去世的消息，急忙赶回家商量后事。老唐看着自己三个各怀心思的儿女操办着葬礼，期间大家都重新审视了自己和这个家庭的关系。                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6485,进击的何果果,2020,蒋卓原/周德华,周予/张懿,王子文/张傲月,剧情/爱情,                                　　四个大龄女人拉开了一场“结婚竞技赛”。四人在家人的催促下，疯狂的相亲，一味比拼谁嫁的更早，更好。在遇到一个又一个的奇葩男人后，四人终于明白：一味建立在物质条件上的婚姻不会拥有幸福，要嫁就嫁给爱情。                       ,,, 中国大陆, 汉语普通话,,,,,,,,3.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2577655898.jpg
6486,凯迪拉克,2020,王一寓,,,剧情/喜剧/家庭,                                　　2019年上海国际电影节创投单元“最佳青年导演项目”，“万达菁英+关注项目”。                       ,,, 中国大陆,,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2577836470.jpg
6488,包龙图之弥天对决,2020,刘公子,,,悬疑/古装,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6489,英雄西游之齐天大圣,2020,,,,动画,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6491,Askedager,2020,Kjetil Engh Aasen,Kjetil Engh Aasen,Aron Ødegård/Marianne Steinsrud/Jan Wehrmann/Ola Thune,,,,, 挪威, 挪威语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6492,Se mieletön remppa,2020,Taneli Mustonen,Taneli Mustonen/Aleksi Hyvärinen,Kiti Kokkonen/Sami Hedberg,喜剧,,,, 芬兰, 芬兰语,,,,,,,,0.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2585078998.jpg
6493,Duften af regn,2020,Martin Boserup,Martin Boserup/Brian Brichs/Sana Eva,Martin Boserup/Brian Brichs/Sana Eva,剧情,,,, 丹麦, 丹麦语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6494,Paki,2020,Cato Manuel Lizaraso Ekrene,Cato Manuel Lizaraso Ekrene/Hector Luis Bustamante,Hector Luis Bustamante/Cecilie Svendsen/Oscar Torre/Pontus Olgrim/Tommy Hyving/Enrique Ekrene/Irasj Asanti,剧情/动作,,,, 挪威 / 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6495,Eden,2020,Ulla Heikkilä,Ulla Heikkilä,Tommi Korpela/Aamu Milonoff/Linnea Skog/Amos Brotherus/Irina Pulkka/Satu Tuuli Karhu/Bruno Baer,剧情,,,, 芬兰, 芬兰语,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2616398430.jpg
6496,Risto Räppääjä ja väärä Vincent,2020,Maria Sid,Tiina Nopola/Sinikka Nopola,Minka Kuustonen/Ylermi Rajamaa/Silmu Ståhlberg/Jenni Kokander/Lumi Kallio,家庭,,,, 芬兰, 芬兰语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6497,夜叉 야차,2020,罗贤,薛景求/朴海秀/朴珍荣/宋再临,薛景求/朴海秀/朴珍荣/宋再临,剧情/动作/历史/战争,                                　　该片讲述了在中国沈阳活动的国情员同时也是海外特工队的队长（薛耿求 饰）和被降职到国情院的检察官（朴海秀 饰）一同寻找北韩失踪高层人士的故事，是一部在韩国、朝鲜、日本等国家谍报员之间展开的动作电影。                       ,,, 韩国, 韩语,,,,,,,,10.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2585443208.jpg
6499,风从耳边吹过,2020,彭韬,,,剧情,                                　　彭韬导演新作，继续由天画画天投资，计划2019年年内开拍。                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6500,小奶狗 멍뭉이,2020,金周焕,车太贤/柳演锡,车太贤/柳演锡,剧情/喜剧,                                　　电影讲述长得像狗狗的男人和狗狗的故事。预计今年下半年投入制作                       ,,, 韩国, 韩语,,,,,,,,16.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6501,Tales from the Dead Zone,2020,Barry J. Gillis,Barry J. Gillis,科里·费尔德曼/加布里埃尔·雅雷/布莱特·哈特,恐怖,                                　　A Medical Examiner conducting autopsies on victims of a horrible car crash， imagines how they may have lived their lives. Stories in the Anthology include， Legend of the Peoples Demon， Rope a Dope， Inside the Room， and L.J.'s Finest Hour.                       ,,, 加拿大, 英语,,,,,,,,0.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560160545.jpg
6502,格拉纳达之夜 Granada Nights,2020,Abid Khan,Abid Khan,安东尼奥·阿克儿/Óscar Casas/爱丽丝·桑德斯,剧情,                                　　A self-discovery story set in Granada， Spain about an uncultured British tourist who struggles to mend his broken heart; with his new foreign friends he crashes into the heart of the international student scene.                       ,,, 英国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2560150360.jpg
6503,Skjálfti,2020,Tinna Hrafnsdóttir,Auður Jónsdóttir,,剧情,                                　　Repressed memories that Sage unconsciously blocked as a child suddenly start to come back， revealing the truth about her past.                       ,,, 冰岛, 冰岛语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6504,Sumarljós og svo kemur nóttin,2020,Elfar Aðalsteins,Elfar Aðalsteins,,剧情,                                　　The Village is brimming with stories and if you listen carefully we might tell you a few: of the Manager who dreams in Latin and leaves his promising carrier for Astronomy and old books， of a near translucent boy who carves out and paints moorland birds， of an open-air affair in the country and a big rock that is chiselled to dust                       ,,, 冰岛, 冰岛语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6505,Pabbinn,2020,,,,喜剧,,,, 冰岛, 冰岛语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6506,两个人一头猪 2 Men & a Pig,2020,Ted Collins,James RW Cornetet,德蒙特·莫罗尼/尼尔·麦克唐纳/詹姆斯·M.康纳,喜剧,                                　　When two boomer brothers， and a ceramic pig named Charlie， embark on one final road trip， they inadvertently 77mi.cc become criminals on the run from the law - and their past.                       ,,, 美国, 英语,,,,,,,,0.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2560111277.jpg
6507,玫,2020,王骁,王骁,,剧情/爱情/奇幻,                                　　一部法国老电影里的角色“玫”走进了现实中。她要找到自己的结局。放映员汤玛决定帮助她，一起发现了一段跨越国界与时空的凄美恋情。                                   ,,, 中国大陆 / 法国, 汉语普通话 / 法语,,,,,,,,1.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2560047312.jpg
6509,Tove,2020,Zaida Bergroth,Eeva Putro,,,                                　,,, 芬兰,,,,,,,,,4.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2616126318.jpg
6510,临兵斗者,2020,孙皓,,,,                                　　孙皓导演的跨国合作影片《临兵斗者》                       ,,, 中国大陆,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6511,老爸是条狗,2020,陆可,,,喜剧/奇幻,                                　　陆可执导的奇幻喜剧电影《老爸是条狗》                       ,,, 中国大陆,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6512,小英雄大銀幕,2019.0,,,袁洁仪/谭玉瑛/李文标/胡櫻汶/刘锡贤,剧情,                                　　藝人胡櫻汶與老公李文標早前為電影《小英雄大銀幕》開工，在戲中飾演老師的胡櫻汶與過百小朋友合作，她笑言「獲益良多」：「同咁多小朋友合作真係要提高警覺，因為依家嘅佢哋真係唔簡單，好難控制，一NG，啲小朋友就會自己大執位走到散晒。（有冇趣事？）記得有一場戲，我老公同袁潔儀姐姐有啲拗撬戲，其中一位小朋友走埋我老公身邊，拍一拍佢，問發生咩事？！真係好搞笑！」胡櫻汶入行多年，原來今次是第一次跟老公合作，她笑言感覺很新鮮，亦是一個新突破。                       ,90分钟,2020-12(中国香港), 中国香港, 粤语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6513,合唱团,2020,王太利,,,剧情,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6514,请当面说分手,2020,宋小君,宋小君,,爱情,,,, 中国大陆, 汉语普通话,,,,,,,,1.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6515,小梦想家,2020,马伟豪,冷旭阳,,剧情/爱情,                                　　导演马伟豪携手喜剧编剧冷旭阳打造的爱情片《小梦想家》                       ,,, 中国大陆,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6516,荒蛮乐园,2020,王早,阿美,,悬疑/传记/犯罪,                                　　制片人张家振联合新锐导演王早，以传奇侦探赵伟真实经历为蓝本创作的传记电影《荒蛮乐园》                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6517,云端住处,2020,李嘉,李嘉,,剧情/爱情/家庭,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559580074.jpg
6518,狼爪,2020,孟瑀,孟瑀,,剧情,                                　　在我国西藏边陲，武警哨所的年轻新兵韩锚与他的搭档警犬狼爪，从排斥到默契再到如何智斗闯关悍匪，阻止犯罪分子非法越境的故事。                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2574378183.jpg
6519,王者,2020,许磊,,,剧情/运动,                                　　本故事根据奥运冠军李小双真实事件改编  胡玫监制                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6520,雷霆行动,2020,高翊浚/年世亚/李志强,,,动作/犯罪,                                　　代号雷霆行动的赌工作即将收网之际，缉毒队长廖勇智惨遭陷害，跟毒贩博弈十多年，徘徊在生死边缘的缉毒警察廖勇智，怎么也想不到，深交多年的小冉，竟是毒贩，而且毫无征兆的死在了自己眼前。闭路电视所录制的视频角度，是小冉遭廖勇智推攘坠亡的，这是廖勇智百口莫辩的罪证。警笛嘶鸣，惊醒廖勇智，他深知已落入陷阱，逃离时，由小冉遗留的电话簿里，翻出巨额欠条笔迹，方世火的名字赫然浮现。                                   ,,, 中国大陆, 汉语普通话,,,,,,,,1.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6521,Blue Before Blood,2020,韦恩·克雷默,亚历克·鲍德温,亚历克·鲍德温,剧情,,,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6522,Snuff,2020,Fabien Martorell,Fabien Martorell/恰克·帕拉尼克/Golan Ramraz,,剧情/喜剧/惊悚,                                　　Cassie Wright， a retiring porn star， along with her assistant Sheila， sets out to trump Annabel Chong's record by filming herself having sex with 600 men. As the men wait their turns， secrets， double-crosses and death all play a part.                       ,,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6523,Lamya's Poem,2020,Alexander Kronemer,Alexander Kronemer,梅纳·玛索德/法兰·塔希尔/米莉·戴维斯,动画/奇幻,,,, 美国 / 加拿大, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6524,毕星团,2020,刘礴/宋阳,,,剧情,                                　　女明星若天晴事业如日中天，个性玩略。大学生于屿寒在实习期间做娱乐记者，被委任暗中拍摄若天晴。若天晴因酒驾入狱6个月，给投资方造成损失的同时被竞争者陷害。于屿寒对饱受打击后更加努力的她动容，励志拯救她。                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6525,Fear of Rain,2020,卡斯蒂利·兰登,卡斯蒂利·兰登,凯瑟琳·海格尔/麦迪森·伊瑟曼/伊瑟尔·布罗萨德/小哈里·康尼克/恩卡·奥库玛/欧根妮·邦杜兰特/Julia Vasi/Lindsay Lamb/Bianca D'Ambrosio/杨明燊/Chiara D'Ambrosio/Jannette Sepwa/Keil Oakley Zepernick/Elvia Hill/Katerina Lecourezos,剧情/惊悚/恐怖,                                　　A teenage girl living with schizophrenia begins to suspect her neighbor has kidnapped a child. Her parents try desperately to help her live a normal life， without exposing their own tragic secrets， and the only person who believes her is Caleb – a boy she isn’t even sure exists.                       ,92分钟,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6526,我在这里笑 Qui rido io,2020,马里奥·马尔托内,马里奥·马尔托内/Ippolita di Majo,托尼·塞尔维洛/玛丽亚·纳齐奥纳莱/克里斯蒂安娜·德朗娜/安东尼娅·特波/Marzia Onorato,传记,                                　　影片围绕那不勒斯喜剧之王、伟大的演员兼编剧爱德华多·斯卡佩塔的故事展开。爱德华多一生都致力于戏剧世界，创作了许多经典的作品。                       ,,, 意大利, 意大利语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6527,新城戒备,2020,许建,唐淼淼/余庆,许建/杜仕美/刘文/杨婵/杜艺峰/任永果/毛态/苑绍辉/魏劲松/琚二召/龙影云,动作/犯罪,                                　　《新城戒备》主要讲述了一段凄美绝伦、催人泪下的爱情故事。便衣警察刘桀辉（许建饰）为救女朋友咏姗（杜世美饰），追踪绑架案，不料却被黄警司（魏劲松饰）停职调至PTU，经过重重险境之下，刘桀辉、张Sir（刘文饰）、潘静思（杨婵饰）等人，与绑匪上演了一场正义与邪恶的较量。同时刘桀辉与潘静思二人迸发出璀璨的爱火。其通过唯美浪漫的故事传递真爱之动人正能量，探讨对美好爱情的向往与追求。                       ,120分钟,2020(中国大陆), 中国大陆, 汉语普通话,,,,,,,,1.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559310274.jpg
6528,我是外星人,2020,徐鸣,,,,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6529,特工少女,2020,张帆,崔沥兮/李小晚/常青/赵蕾/汤婷婷,崔沥兮/李小晚/常青/赵蕾/汤婷婷,,                                　　电影讲述五位热爱音乐舞蹈的女孩为追求梦想组成女团，却意外卷入一个阴谋中，为了抓住神秘人，几位女孩变身特工少女，利用科技和智慧找到幕后黑手。                       ,,, 中国大陆,,,,,,,,,2.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2559183080.jpg
6530,The Barn Part II,2020,,,,恐怖,,,2020(美国), 美国, 英语,,,,,,,,1.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6531,无常世界,2020,那若麟,,,悬疑/惊悚/奇幻,"                                　　民国年间，军阀混战。多年来远离战乱，岁月安好的“常安镇”接连发生了一连串的意外死亡事件。范五九在调查的过程中，救了少女谢必安。靠着谢必安预知死亡的异能，他们一次次赶赴死亡现场，却一次次与死神擦肩而过。随着调查的进行，范五九发现每个死者的死因背后另有缘由。他既要查明真相，又要保护被村民们通缉的谢必安。患难见真情，范无九渐渐爱上了谢必安。同时他也惊讶地发现意外死亡的真相和谢必安有着千丝万接的关系，在平静的“常安镇""以外，还藏着名为“无常镇”的另外一个世界，最终相爱的两人携手对抗镇长袁佩霖，在村民们共同的帮助下，终于让一切恢复正常。                       ",,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6532,Relativity,2020,罗伯特·斯特罗姆伯格,,,,,,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6533,异型怪兽,2020,房映华,三不,,,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6534,Witch Hunt,2020,Elle Callahan,Elle Callahan,London Kheir Lolla,惊悚/恐怖/奇幻,,,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6535,Lake Johnson,2020,Debra Cohen,Debra Cohen,Holly Horne/Charley McDougall/Sara Jewell,惊悚/恐怖,                           ,,, 英国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6536,Compound 9,2020,罗德里戈·H·比拉,威廉·皮特·布拉蒂/罗德里戈·H·比拉/安迪·韦斯/安迪·韦斯 Andy Weiss,,惊悚/恐怖,                                　　Suddenly， a group of USMC veterans who were decorated for valor experimented serious mental disorders. To probe the mystery， and-if indicated-to seek its cause and cure， the US Government established a secret military rest camp where the men were hidden from the public and studied. Highly experimental in nature， it was based in an underground facility in an unknown location.                       ,,, 美国 / 阿根廷, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558831960.jpg
6537,致命棋局,2020,朱维俐,,,悬疑,                                　　《致命棋局》主要讲述了讲述了民国时期，威虎帮作为最大的黑社会组织，在社会上横行霸道，涉嫌走私、杀人、毒品贩卖等多个案件，警方却迟迟无法将其一网打尽，随着帮主郭义雄的意外身亡，m.dianshiyu.com威虎帮群龙无首，毕昇、海东青成为帮主之位最有力的竞争者，刘桦、李贡等兴化市警员联手收集海东青、毕昇的犯罪证据，制定新棋局计划，并成功将石海扳倒，从而揪出了幕后老板孔光明的故事。                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6538,野蜂,2020,胡平,郝南飞,,剧情/动作,                                　　数字院线电影《野蜂》又名（江湖疯云）                       ,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6539,Chip 'n' Dale: Rescue Rangers,2020,,,,动作/动画/冒险,,,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6540,The Violent Heart,2020,克勒姆·桑加,克勒姆·桑加,Kimberly Williams-Paisley/约翰·艾德坡,,,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6541,寻狗直播,2020,王保国,,,剧情,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6542,Princesse Dragon,2020,吉恩-杰克斯·丹尼斯/安东尼·劳克斯,,,,,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6543,武当张三丰,2020,吕德亮,,,动作,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6545,遇神,2020,杜鹏,杜鹏,文章/白客/邓家佳/马苏,喜剧/奇幻,                                　　由此刻影业、昇格影业、香港寰宇娱乐联合出品，杜鹏导演编剧，奇幻喜剧电影#遇神# 6月1日在成都开机，@文章同學 @cucn201白客 @邓家佳 @马苏 主演。                       ,,, 中国大陆, 汉语普通话,,,,,,,,10.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2565173655.jpg
6546,Run,2020,Craig Otto,Craig Otto/弗兰基·瓦伦蒂,弗兰基·瓦伦蒂/玛丽·玛特琳/艾伦·卡明/Barbara Rosenblat/Frank DeCaro/KateLynn E. Newberry/Matthew Weitz/Shelby Brunn/Ben Zgorecki/Josuf Balli/Jonathan Chiarle/Erin Rowe/Janet MacGregor/William Morgan/Richard Phillis/Mitch Lippman,剧情,                                　　A lonely rural mechanic battles for survival after a tragic accident robs him of the life he's known. As he learns to love himself， he finds in the worst losses lie the greatest gains and in the most deafening silence lies the loudest song.                       ,101分钟,, 美国, 英语,,,,,,,,0.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2582297334.jpg
6547,追随领袖 Follow the Leader,2020,马库斯·邓斯坦,马库斯·邓斯坦/帕特里克·梅尔顿,,恐怖,                                　　Plot under wraps.                       ,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558713812.jpg
6548,家庭规则,2020,长泽佳也,长泽佳也,,,                           ,,, 中国大陆 / 日本, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6549,燕舞长安,2020,王凯,陈恩敏,,歌舞/古装,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6550,血印千纸鹤谜案,2020,朱锐,朱锐,毛凡,悬疑,                                　　故事发生在民国二十年：实业家韩望天离奇死亡，大笔遗产留给次子韩安乐，同父异母的长子韩志豪怀恨在心并在父亲追悼会上动了杀弟夺财的念头。谁知名侦探别锐刚好前来调查韩志豪母亲(韩慕)多年前离奇死亡的原因，别锐发现韩望天近日的死实属蹊跷，遂将两案一并调查。韩志豪杀弟弟的阴谋也只能暂时搁置，与此同时，与韩家有千丝万缕利益纠葛的人各自心怀鬼胎，假借吊唁前来谋取利益。一起又一起命案在一夜之间连续发生，被困在庄园里的众人陷入前所未有的恐慌......                       ,,2020(中国大陆), 中国大陆,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6551,E.A.S.: Esquadrão Antissequestro,2020,Marcus Dartagnan,Newton Cannito/Marcus Dartagnan/Marcos Takeda,雷·利奥塔/亚历桑德雷·罗德里格斯/雷纳托·戈埃斯/温贝托·马丁斯/Lorena Comparato/罗尼·韦列拉/Mark Lassise/Carlos Machado/穆里罗·罗萨/Genésio de Barros/卡罗尔·卡斯特鲁/哈发艾尔·祖鲁/Simone Soares/Tay Ravelli/Sascha Saballett/Rafael Naves/Vanessa Fontana/Lucas Olivieri/Paulo Cesar Ferreira/Júnior Lisboa/Chico Melo/Gabriela Simoni/安德烈·瑟迦提/Janine Salles/Leandro Nascimento,动作/犯罪,,81分钟,, 美国 / 巴西, 英语 / 法语 / 葡萄牙语,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558291842.jpg
6552,Quiet,2020,Ashe Wolf,Ashe Wolf,克里斯蒂娜·马斯特森/安部春香/Lee Comley,剧情/恐怖,                                　　When a pair of activists stumble across a peaceful recluse living in the mountains， they begin to realise that there may be something else living under the land.                       ,,, 英国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2558290432.jpg
6553,The Argument,2020,罗伯特·舒瓦兹曼,Zac Stanford,李美琪/泰勒·詹姆斯·威廉姆/丹·福勒,,                                　　A couple get into an argument at their cocktail party that escalates until it brings an abrupt end to the festivities. Them and their guests decide to re-create the entire night again and again to determine who was right.                       ,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
6554,匕首,2020,,,,动作,,,, 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
